Sentiment,Headline
2,Outotec is scope of delivery covers the engineering supply of special equipment and services for a calcination plant with two circulating fluid bed calciners
2,Outotec is scope of delivery includes design basic engineering and supply of proprietary equipment for a sinter plant with a grate area of NUMERIC square meters
2,OVA Press has a stake in the joint venture while IMSM holds a stake
0,Finlandbased Stockmann Group has closed seven franchising sports stores Nike in Russia
2,PA JPMorgan Chase and Co and Pohjoa Bank are joint leadmanagers on the senior unsecured deal
2,Panostaja headquartered in Tampere Finland is an investment company focusing on small and mediumsized Finnish companies operating in the traditional industries
2,Panostaja did not disclose the purchase price
2,Panostaja is a financially secure Finnish multifield corporation that creates healthy companies and company entities
2,Panostaja owns a pct of share capital and the voting rights of Suomen Helasto shares following an exchange of shares which was carried out on May
2,Panostaja Oyj is Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterlyannual report
2,Panostaja Plc today acquired the entire share capital of Suomen Graafiset Palvelut Ltd a provider of printing services
2,Panostaja treats its negotiating partners such as entrepreneurs selling their life work and newcomer entrepreneurs seeking a career fairly justly and according to the law
0,In Finland Sampo Bank now part of the Danske Bank group will lay off staff from the administrative and support functions
2,Paper company Mreal calculated that if biscuit cartons are made using a gsm lighter board the CO saved over the course of NUMERIC months would be equal to that generated by driving km by car
2,Part of the reductions will be made through retirement arrangements
0,Scanfil a systems supplier and contract manufacturer to the communications sector will give notice to NUMERIC productional employees and temporarily lay off NUMERIC employees at the company is plant in Sievi in Finland
0,Scanfil a systems supplier and contract manufacturer to the communications sector will start personnel negotiations in Oulu in Finland to lay off staff temporarily
2,Participants at any of the book discussions or other special events or visitors to the car dealership were eligible to enter the drawing for the NUMERIC silver fourdoor Altima
2,Particular attention is being paid to energy efficiency in the construction of the building as it is designed to meet the requirements of energy class and LEED certification will be applied for
2,Patrick Jeambar will also continue being responsible for Innovation and Health safety and environment HSEA functions of Ahlstrom Corporation
2,Patrizia adds the acquisition to a portfolio already worth EURbn
2,Paychex has more than NUMERIC offices serving approximately payroll clients nationwide as of May
2,Payment for acquired shares will be made in cash and the price per share will be EUR NUMERIC plus an administration fee
2,Payment of shares shall be effected on subscription
2,PCS Digital Guatemala has been using Tecnomen is prepaid system in Telgua fixed networks as well as code division multiple access or CDMA and global system for mobile communication or GSM since
2,Peigs wwwpeigsse will become part of Sardus Latta Maltider Light Meals unit
2,Pentikinen emphasises that the most of the internet contents media houses provide can not be free forever
0,Additionally the company will terminate a maximum nine salaried and senior salaried employees employment contracts
2,Performance is based on values and sustainability
2,Pertti Ervi is independent from the Company and its major shareholders
2,PGE Belchatow runs the GW Belchatow coalfired power plant and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj another Finnish utility at the their jointly owned MW MeriPori coalfired facility
2,Pharmaceutical market in Belgium Global Research Data Services published recently a market analysis about the pharmaceutical markets in Belgium
2,Pharmaceutical market in Czech Republic Global Research Data Services published recently a market analysis about the pharmaceutical markets in Czech Republic
2,Pharmaceutical market in Italy Global Research Data Services published recently a market analysis about the pharmaceutical markets in Italy
2,Pharmaceutical market in Netherlands Global Research Data Services published recently a market analysis about the pharmaceutical markets in Netherlands
2,Pharmaceutical market in Poland Global Research Data Services published recently a market analysis about the pharmaceutical markets in Poland
2,Pharmaceuticals Belgium This brandnew market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Belgium
2,Pharmaceuticals Czech Republic This brandnew market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Czech Republic
2,Pharmaceuticals Italy This brandnew market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy
2,Pharmaceuticals Netherlands This brandnew market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Netherlands
2,Pharmaceuticals Poland This brandnew market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Poland
2,Pharmaceuticals Spain This brandnew market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Spain
2,Philips was not available to comment on the report
2,Please inform IR Johanna Koskinen of your participation no later than NUMERIC April at NUMERIC am telephone conference for financial analysts and investors conducted in English will begin at pm Finnish time
2,Pohjola and cooperative banks have continued to combine their branch office network
2,Pohjola could increase its stake to in
2,Pohjola will act as the manager of the issue and the bond will be listed on NASDAQ OMX Helsinki Ltd
2,Ponsse plans to create a network that is based on strong partnership and participates in the production of larger entities than presently
2,Ponsse will divide its sales and maintenance service network into six geographical areas
2,Poyry Energy GmbH is Austria is leading engineering and consulting company in the energy infrastructure and environment sector owned by Poyry Plc and the Austrian Verbund AG
2,Poyry is a global consulting and engineering firm focusing on the energy forest industry and infrastructure environment sectors
2,Poyry is a global expert in consulting and engineering
2,POYRY PLC Additional information by Heikki Malinen President and CEO Poyry PLC tel NUMERIC NUMERIC NUMERIC Poyry is a global expert in consulting and engineering
2,POYRY PLC Additional information by Martin Kuzaj President Industry Business Group Finland Tel NUMERIC NUMERIC NUMERIC Sanna Paivaniemi Director Investor Relations Poyry PLC Finland Tel NUMERIC NUMERIC NUMERIC Poyry is a global consulting and engineering company dedicated to balanced sustainability
2,POYRY PLCCompany Announcement NUMERIC December NUMERIC at pm Pursuant to Poyry PLC is stock option program NUMERIC NUMERIC new shares of the company have been subscribed since NUMERIC October NUMERIC with stock options
2,Poyry is contract includes engineering management civil and detail engineering services and time scheduling and procurement services
0,Also the city is insurance company If Insurance has said it will not pay compensation
2,Poyry is net sales in NUMERIC amounted to about EUR NUMERIC million and it employs NUMERIC experts
2,Presentation materials will be posted on the company is website wwwseahawkdrillingcom in the Investor Relations section on the Webcast Presentations tab
2,Press release NUMERIC September NUMERIC Ruukki continues to be listed in two Dow Jones Sustainability Indexes DJSI World and DJSI STOXX
2,Previously Grimaldi held a pct stake in the Finnish company following the takeover bid launched in November
2,Previously it projected the figure to be slightly lower than in
1,And earlier this month the company signed a deal with Indiabased information technology services giant Wipro Technologies to transfer and sell its radio access related RD activities in Berlin
2,Previously the company also delivered about of the steel used in Oasis of the Seas Allure of the Seas sister ship completed last year
2,Previously the company expected its NUMERIC financial performance to remain at the same level as in
2,Previously the plant was expected to be completed by the end of
2,Previously Vaahto Pulp has supplied headboxes with rectifier roll and dilution control technology for Stora Enso is mill in Imatra eastern Finland
2,Price talk is in the Euribor plus NUMERIC bps area and the sole lead is Citigroup
0,As a result the company has decided it will implement fixedterm temporary layoffs
0,As a result the company will temporarily layoff of the whole personnel approximately NUMERIC persons at Kirkkonummi and Nivala factories
0,As a result of the negotiations the amount of employment contracts to be terminated is
0,As a result of the negotiations the company will terminate total NUMERIC employment contracts
2,Price talk is in the midmarket swaps plus NUMERIC bps area and the leads are Barclays BNPP UBS and CBA
2,Prior to the transaction whose financial terms have not been disclosed Alma Media owned of Kotikokki net
2,Private equity investor CapMan the owner of Finnish Lumene cosmetics company is planning to list Lumene
2,Product coverage baked goods biscuits breakfast cereals Data coverage market sizes historic and forecasts company shares brand shares and distribution data
2,Product deliveries will not be interrupted the refiner said giving no financial details
2,Production at the plant will be based on Neste Oil is proprietary technology that can use a flexible input of any vegetable oil or animal fat
2,production facilities NUMERIC July NUMERIC Finnish investment group Neomarkka Oyj said today that it will buy the former production facilities of Kuitu Finland Ltd as part of negotiations on the option to invest in specialty cellulose fiber business
2,Production is scheduled to start by the end of April
2,Products include Consumer Electronics devices such as mobile phones and their accessories settop boxes flat panel TVs as well as System Solutions products such as infrastructure systems modules and other industrial segment products
2,Professional and consumer applications include personal navigation personal safety field and workflow management and asset tracking
2,Profit after taxes totaled EUR 
2,Profit of the accounting period was EUR 
2,Proha Plc announced today that its fullyowned subsidiary Safran Software Solutions AS has agreed to sell its share of Safran North America LLC to a SNA Holding AS an investment group based in Norway
2,Proline Plus is a mechanical liquid handling device with a robust design suitable for all types of applications
2,Proline Plus is available in both adjustable single and multichannel models and fixed volume singlechannel models in volume ranges from micro litres to NUMERIC ml
2,Protalix closed at on Friday on the American Stock Exchange giving a market cap of NUMERIC million
2,Protalix has NUMERIC million in cash and no sales
2,Protalix is developing genetically engineered proteins from plant cells
2,Prothious Engineering employs more than and has a large portfolio of projects and an annual detailing capacity of more than tonnes
2,Public services will also be available
2,Published by Globes online Israel business news wwwglobesonlinecom on November NUMERIC Copyright of Globes Publisher Itonut NUMERIC Ltd NUMERIC
2,Pulkovo park will be ready in its first stage of sq will be finished in the first quarter of
2,Purchase it for the MP snapper if nothing else
2,QPR has an established international customer base spread over NUMERIC countries in and a variety of organizations including banks manufacturing companies service companies and government authorities
2,QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version QPR ProcessGuide Xpress
2,QPR product family is fully compatible with Microsoft is Windows NUMERIC operating system
2,Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations worldwide
2,Quartal Oy now owns shares in Satama Interactive Plc which represents per cent of the share capital and voting rights
2,Radiation and today is a full service house expert in radiation and nuclear safety issues
2,Raffles Equities Ltd became a substantial holder in Archer Exploration Ltd on January NUMERIC with million shares
2,Raisio is the site of the main production plants as well as company headquarters
2,Ramirent Finland is the domestic unit of machinery rental company Ramirent Oyj HEL RMRV
2,Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars
2,RAPALA TOURNAMENT FISHING With all the major titles already out for the holidays bargainpriced games such as Rapala aim for a smaller audience
2,Rapala VMC Corporation is a Finlandbased company engaged in the manufacture and distribution of fishing equipment and accessories
2,Rapala VMC Corporation Rapala a leading fishing tackle and sporting goods manufacturer and distributor is the main owner of Peltonen with its shareholding
2,Rautakesko is business operations in Norway and Russia acquired in July are included in the figures of the comparable period impacting sales growth starting from August
2,Rautalinko was resposnible also for Mobility Services and his job in this division will be continued by Marek Hintze
2,Rautaruukki aims to find work from the group is other locations for those who have been made redundant
1,Consumption is forecast to grow by about
2,Raute headquartered in Nastola Finland is a technology company serving the wood products industry worldwide
2,Raute is listed on the Nordic exchange in Helsinki
2,Recently the company decided to build a second identical plant at the same site due to be commissioned toward the end of
2,Regulatory News The Nomination Committee of Cybercom which is unanimous in its proposal proposes the election of Jon Risfelt as the new Chairman of the Board
1,credit NUMERIC November NUMERIC Finnish glass technology company Glaston Oyj Abp said today it concluded a EURm revolving credit facility agreement with its core banks
2,Related links Flexiblebaseloadoperation TheWartsilagenerating set Gasconversions This is the shorter of two versions of this press release
2,Remote Phone Management demonstrates SysOpen Digia is unique endtoend offering for operators handset manufacturers and enterprise customers
2,Renesas Mobile Europe Ltd has approximately NUMERIC employees in Oulu
2,Rental of building equipment accounted for NUMERIC percent of the operating income
2,Reporting in accordance with the merged business operations will start as of January
2,Residents access to the block is planned to be from Aleksandri Street
2,Retail chain Suomen Lhikauppa was given the index airline SAS TeliaSonera is broadband German retail chain Lidl Tele Finland is mobile subscriptions Tallink shipping line and power company Helsinki Energy
2,RFID is a method of socalled intelligent transport whereby information can be read and saved remotely
1,Dubbed Nokia Money Solutions company officials say the initiative would seek to bridge the gap between the banked and unbanked in developing countries
0,Due to market conditions the company will also temporarily lay off about people at different sites
2,Rihko said the sale will enable the company to concentrate on its grainbased business
2,Rihko started to manage Raisio is Benecol business in summer NUMERIC after heading tobacco company Altadis European operations
2,RIM has revamped the BlackBerry OS UI with the version of the mobile operating system
2,Rimi supermarket is the key customer in Magistral center
2,Rimvesta is now controlled by the Estonianowned real estate development company ELL Nekilnojamas Turtas which a member of Merko the largest construction group in the Baltic countries
2,Rinkuskiai is beer sales fell by per cent to million litres while Kauno Alus beer sales jumped by per cent to million litres
2,Risk exposure by Nonlife Insurance Moving month Expenses by function in Nonlife Insurance excluding expenses for investment management and expenses for other services rendered Nonlife Insurance investment portfolio by allocation
2,Risto Jalo chief executive of Dormus Print and also owner of the remainder of the company will keep his position after the acquisition
2,Risto Raty Tekla is executive vice president said that Tekla Structures and ArchiCAD will cover the entire design and documentation workflow throughout a construction project
2,RK Group headquartered in Vantaa Finland is one of Europe is leading machinery rental services
2,RLNordic is a part of RaiffeisenBankingGroup Austria and is a subsidiary to RaiffeisenLeasing GmbH in Austria
1,Etteplan targets to employ at least NUMERIC people in Borlnge
2,Rockwell Collins is a provider of flight deck cabin and information management solutions for business aircraft operators
2,Rohwedder Group is an automotive supplies telecommunications and electronics industry provider for customers in Europe North America and Asia
2,Rosa is one of the bestknown Duckburg illustrators
2,Rosen was cautious about being too optimistic inregard to the second half of the year
2,rosendal at outoteccom Eila Paatela Vice President Corporate Communications tel NUMERIC NUMERIC NUMERIC NUMERIC email eila
2,Roshan is net sales in NUMERIC were NUMERIC million and EBITDA was million
2,RSA is shares closed at at the time of going to press
2,Rubin says he expects Capman to announce additional transactions in
2,Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway
2,RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO
2,Russia accounted for of the Lagardere magazine division is revenue or EUR in the USA for
2,Russia is Video International Group holds a controlling stake in Russian Media Ventures
2,Russia wants to utilise its huge forest reserves in a very different way from what has been done so far
2,Russian Media Ventures minority shareholder Peter Hervy denied the plans to sell OVA Press the daily said
2,Russian officials inspected the damage and gave the vessel permission to continue to Tallinn at around am The Norwegianregistered MT Sten Nordic was carrying tons of gas oil and was manned by a Filipino crew
2,Ruukki is restructuring commercial and industrial construction operations in pursuit of permanent improvements whilst adjusting operations to market conditions
2,Ruukki is delivery includes steel structures including installation for Krakeroy bascule bridge and steel piles for the bridge foundations
2,already good position in the technical building services market in Ostrobothnia
2,business sectors are building construction infrastructure construction and technical building services
2,Group is loyal customer magazine Yhteishyv came second with readers and Sanoma Corporation is daily newspaper Helsingin Sanomat was third with readers
2,NASDAQ OMX GEOV GyPSii business unit developers of the awardwinning GyPSii mobile social networking application today announced its availability as a free download via the Samsung Mobile Applications Store
2,is Outokumpu Technology business will begin trading on the Nordic Exchange in Helsinki starting Oct becoming the sixth company to list on that exchange this year the company said Friday
2,SP has kept its sell rating while Nordea and UBS have reaffirmed their buy recommendations
2,Salcomp Manufacturing Oy will pay EUR NUMERIC million in cash to Salcomp in connection with the implementation of the sale and transfer of the Business
2,Salcomp is charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu in the eastern part of India
2,Sales fell abroad but increased in Finland
2,Sales in local currencies decreased by percent while the number of subscribers rose by million to a total of million at the end of fourth quarter the company said
2,Sales were down NUMERIC per cent in Finland and up NUMERIC per cent abroad where sales were lifted by the strong growth in sales in Russia and Lithuania
2,Sami Seppnen CEO for Elisa Eesti says the novel network allows fast mobile broadband for sparsely populated areas
2,Sampo Group that has become a major shareholder in Nordea owns TrygVesta is main competitor If Insurance
2,Sampo Housing Loan Bank a unit of Finland is Sampo Bank has priced its EURbn bond at Reuters reported
2,SAMPO PLC Jarmo Salonen Head of Investor Relations and Group Communications tel NUMERIC NUMERIC NUMERIC Distribution NASDAQ OMX Helsinki The principal media Financial Supervisory Authority wwwsampocom This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients
2,SAN FRANCISCO Nokia Corp the world is largest cellphone maker is using the Consumer Electronics Show in Las Vegas to introduce a highend thin folding phone according to a media report Monday
2,Sanoma also has an Executive Committee in accordance with the Company is Articles of Association that prepares proposals for matters to be decided or noted by the Board of Directors
2,Sanoma announced the Stock Option Scheme NUMERIC on NUMERIC December
1,Furthermore Novator Finland Oy has entered into a securities lending agreement whereby Novator Finland Oy will hold directly the same amount of shares that are underlying of the OMX market forwards from May NUMERIC through May
2,Sanoma Corporation wants a new and better frequency for the Helsinki metropolitan area
2,Sanoma Learning Literature offering print and digital learning materials is present in eleven countries
2,Sanoma Magazines International will invite other shareholders holding approximately of the shares to sell their shares
1,Glaston headquartered in Tampere Finland is a growing international glass technology company
2,Sanoma will continue to focus on investing in digital media and on strengthening its market positions
2,Sarantel based in Wellingborough UK designs highperformance antennas for portable wireless devices
2,Satama and Trainers House will remain as names and independent brands of the business areas
0,GSK announced in November NUMERIC that it would close its operations in Dartford
2,Saunalahti is a part of the Elisa group
2,says Brian Burton Head of IT Security Vodafone UK
2,Scandic Feed will also diversify Tosno is product portfolio further
1,HELSINKI Finland Sept NUMERIC Ixonos Plc expands the company is smartphone RD services and establishes a new nextgeneration smartphone design unit in connection with Ixonos site in Jyvaeskylae
2,Scanfil expects net sales in NUMERIC to remain at the NUMERIC level
1,HELSINKI Mreal said it will exercise an option to buy a MW natural gas power plant and land in Kyroskoski Finland for around NUMERIC mln eur from Kyro Oyj
2,Scanfil holdings include of contract electronics manufacturer Scanfil EMS Group
2,Scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics
2,schwalm outoteccom Eila Paatela Vice President Corporate Communications tel NUMERIC NUMERIC mobile NUMERIC NUMERIC email eila
2,SCOPI Chief Business Excellence Officer Eng
2,SDM offers general rental equipment aluminium scaffolding power generator and hoists to customers in the construction sector
2,Secure your files online Like filling out a tax return making a backup is boring
2,Seller is the Finnish Elcoteq Group the largest European electronics manufacturing services company
2,Seppala transferred the sale to a greater extent than last year to February and this is reflected on the January sales figures
2,Seventythree of those also have more extensive training in products built on the latest ArchestrA technologies such as the Wonderware System Platform
2,SHARE REPURCHASE In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank AS Helsinki Branch
2,Shareholder is full name and ID code Petri Ailus born For further information please contact Isto Hantila CEO tel NUMERIC NUMERIC
2,Shareholders have a right to put on the agenda of the AGM items that are within the competence of the general meeting
2,Shares will be acquired in accordance with section NUMERIC of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares
2,She will succeed Krister Kylas who has decided to leave TeliaSonera
2,shock phase consumers have once again started to plan and implement building projects
2,Shortterm licenses for the games cost as little as NUMERIC while purchasing a game outright can cost as much as NUMERIC or
0,In addition a further NUMERIC employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed
2,Shuweihat NUMERIC got under way in July NUMERIC when the project was awarded to desalination and power contractors
2,Simmons Elected DCUC Chairman PORTSMOUTH NHGordon Simmons CEO of Service Credit Union has been elected chairman of the Defense Credit Union Council for the term
1,In addition the deal includes a call option which will enable Maritim Food AS to increase its holding in Sandanger AS to in the future
2,Simultaneously Alma Media has purchased a share of Arena Interactive a subsidiary of Arena Partners with a focus on mobile solutions development
2,Simultaneously his responsibility area is extended from legal affairs to cover also mergers and acquisitions
2,Simultaneously with this merger plan another merger plan has been signed according to which Suomen Projektivuokraus Oy a subsidiary of VTMRakennuskonevuokraamo Oy would be merged with VTMRakennuskonevuokraamo Oy
2,Since inception in Access stable management team has remained disciplined and focused on the proactive screening selection and management of European small to midmarket buyout funds of funds and mandates
2,Since the registration of the shares subscribed in a directed share issue the new number of Panostaja shares and voting rights is
2,So at the present time Nokian tires had the contract of tires production in China
2,So far as is known he did not sell shares that he owns personally
2,So far the company has awarded more than worth of tools and materials
2,So Mr Galvan made savings adjustments of his own buying less liquor and watching portion sizes
2,Solidium now holds per cent of the shares Solidium Oy has acquired per cent of the shares in Tieto Corporation for approximately EUR NUMERIC million
2,Solidium picked up Tikkurila shares as a dividend at a book value of EUR NUMERIC per share
2,Solteq Plc ANNOUNCEMENT SHARE REPURCHASE In the Helsinki Stock Exchange Solteq Plc now holds a total of shares including the shares repurchased on
2,Solvay SA has engaged Poyry to provide project management engineering procurement and site services for a hydrogen peroxide production plant to be built by a SolvayBASF joint venture at BASF is Zandvliet site Belgium
2,Some NUMERIC people of whom more than NUMERIC are workers will be retiring from the Raahe Works between NUMERIC and
2,Some mln euro of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of new Ixonos shares
2,Some of the layoffs will be implemented using parttime employment contracts
2,Some of the most recent technology deliveries include refinery technology to Anrak Aluminium an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel
2,Sonoco Products Co a US packaging company said Friday it bought the NUMERIC percent of Italy is Demolli Industria Cartaria SpA it did not already own
2,South America and Asia are other promising markets
2,Sponda is a property investment company specialising in commercial properties in the largest cities in Finland and Russia
2,Sponda plans to renovate old real estate and develop new property
1,It currently employs about NUMERIC people and expects headcount to reach by end of
2,Sponda Plc is Annual General Meeting decided on NUMERIC March NUMERIC to establish a Shareholders Nomination Committee to prepare proposals for the Annual General Meeting in NUMERIC on the composition of the Board of Directors and their remuneration
2,SRV will also build an aqua park with wellness area a restaurant and a multifunctional ice arena
2,SSH Communications Security Corporation is headquartered in Helsinki Finland
2,SSH Establishes New Global Sales and Marketing Group to be led by George Adams Adams Establishes Global Sales and Marketing Group to Drive Worldwide Programs Supporting SSH Tectia Enterprise Security Solutions
1,It rose by and by in Finland and abroad respectively to EUR NUMERIC million and EUR million due to a growth in Russia
2,Steek which was set up in is based in Bordeaux southwestern France
2,Steve Jackson eBusiness Analyst at Satama and former CEO of Aboavista said Google broke the mold when they gave away Google Analytics for free
2,Stichting Pensioenfonds ABP NUMERIC NUMERIC NUMERIC shares representing of the share capital and voting rights
1,Its main business area the Glass Machinery Group of Glaston Technologies is the global market leader in glass processing machines
2,STOCK EXCHANGE ANNOUNCEMENT NUMERIC July NUMERIC NUMERIC BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL total of NUMERIC NUMERIC shares have been subscribed with BasWare Warrant Program
2,Stock Exchange Release Sanoma has published its Annual Report and Financial Statements for NUMERIC and its first Corporate Responsibility Report
2,Stockholm NUMERIC March NUMERIC About Cybercom The Cybercom Group is a hightech consultancy that offers global sourcing for endtoend solutions
2,Stockholmbased Nordea Bank said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit effective NUMERIC September
1,Jobs will not be transferred from Finland however
2,STOCKMANN plc COMPANY ANNOUNCEMENT February at An annual summary of Stockmann is stock exchange and financial press releases in NUMERIC is available on the company is website at the address wwwstockmanncom
2,Stockmann was established in NUMERIC in Finland and it became the first foreign company to enter Russia is retail trade market in
2,Stonesoft is a global provider of proven next generation solutions that simplify network security management
2,Stora Enso a global paper packaging and wood products company and Neste Oil a Finnish company engaged in the refining and marketing of oil have inaugurated the demonstration plant at Varkaus Finland for biomass to liquids production utilizing forestry residues
1,Kaupthing forecasts a significant price increase for printing paper in
2,Stora Enso has also had meetings with the labor authorities Employment and Economic Development Centres and representatives of the government in order to find solutions
2,Stora Enso Oyj said Friday it will sell its North American unit to NewPage in a deal valued at euro NUMERIC billion US million
1,KESKO FOOD LTD PRESS RELEASE AT Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new Kfood retailers
2,Stora Enso is business in North America has annual capacity of about NUMERIC million tons and employs about people
2,Stora Enso said DeLight was suitable for a wide range of applications including food cosmetics home decoration and leisure products
2,Stora Enso will receive a pct equity interest in the combined company
2,Stora Enso will record a capital gain of EUR NUMERIC million as a nonrecurring financial item in its fourth quarter NUMERIC results
2,Stora is due to release its fourthquarter and NUMERIC fullyear earnings on Feb
2,Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas
2,Strategic and operational business information is objectively reported
2,Strong brand visibility nationally and regionally is of primary importance in home sales vehicle and consumer advertising
2,STUK today is a full service house expert in radiation and nuclear safety issues
2,Subjectmatter of the invention furthermore is the use of the cyclone for separating partly molten particles
2,Subscribers of China Unicom the nation is second largest mobile phone operator after China Mobile are expected to release pictures videos and blog on the Internet via mobile phones as of March
2,Sukhraj Dulai of the NUMERIC block of Boni Sue Court a culdesac on the city is north side started the vehicle and went inside his house about NUMERIC am Tuesday leaving the garage door open
2,Sullivan said some of the boards really involve a lot of work and people should get paid for their time
1,Nov NUMERIC Finnish powersupply solutions provider Efore Oyj announced today the launch of OPUS DC the latest power system in its OPUS product line
1,Nov NUMERIC Finnish cargo handling systems and services company Cargotec Oyj said today that it acquired stakes in Italian service companies CVS Technoports Srl and CVS Service Srl from Italian handli
2,Sunrise Resources operates in Russian nearshore development markets through its whollyowned Russian subsidiary and has of its personnel in Russia
1,Nov NUMERIC Four companies have agreed to buy for a combined SEK billion all drug stores offered for sale as part of the restructuring of Swedish statedowned pharmacy monopoly Apoteket AB
2,Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes NUMERIC local newspapers across Finland
2,Supported Nokia phones include NGB NN EEi Touch Xpress NUMERIC Classic NUMERIC Navigator NUMERIC Classic NUMERIC Navigator XM
2,Swedbank Hypotek Is to issue a benchmark fixed rate covered deal in Euros maturing January
2,Swedish Finnish and Danish listed companies are organized in three market cap segments Nordic Large Cap Mid Cap and Small Cap
2,Swedish engineering consultant firm Etteplan is to establish a unit in town Borlnge by the turn of the month MarchApril
2,Swedish telco TeliaSonera is teaming up with Friends a Swedish organization against bullying to fight bullying of children and teenagers via electronic channels
1,Martela said plans to expand its recycled furniture business elsewhere in Finland too
2,Swedish Wallenberg family controlled Investor has bought a large stake of shares in Swedish retail bank SEB
2,Swiss bank Credit Suisse International will act as an investor in the locomotive manufacturing plant the Astana administration said
2,SWOT analysis is just one method of categorization and has its own weaknesses
2,Symphony Services provides development services for Aldata GOLD
0,Metso Foundries Jyvaskyla Inc will begin personnel negotiations on temporary layoffs and personnel reductions in Jyvaskyla Finland
2,Taking a cue from the playbook of the East Dillon Lions we have created a special team of heavyhitting style players such as bootcut jeans tummy tops and of course cowboy boots
2,Takoma will carry out the transaction by acquiring the entire share capital of Moventas Parkano Oy which runs the factory in Parkano southern Finland
2,Talentum acquired a pct stake in Varesvuo Partners in NUMERIC and the remaining in NUMERIC and
1,Microsoft also churned up its courtship agreeing to use the Navteq mapping service which is offered by a company Nokia bought for billion a few years ago
2,Talvik says the relocation of application programs on servers will continue while HP servers were approved because of HP supplying a tailormade solution to Elisa
2,Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE NUMERIC Index
2,Talvivaara Mining Company PLC a Finlandbased nickel mining business has installed its second production line at its metals recovery plant on June
2,Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore
2,Tampere Science Parks is a Finnish company that owns leases and builds office properties and it specialises in facilities for technologyoriented businesses
0,National Conciliator Juhani Salonius who met both parties on Wednesday said they were too far apart in their views for him to propose mediation
2,Target company Tieto Corporation Business Identity Code Date of change in holding NUMERIC January NUMERIC Portion of the shares and votes The current group holding of OPPohjola Group Central Cooperative is NUMERIC NUMERIC shares which represents of the shares and voting rights
2,Technopolis St Petersburg is Telecommunications University and the Russian Support Fund for Legislative Initiatives signed a protocol of intent in May of this year to set up a technopark in St Petersburg on the base of the St Petersburg Telecommunications University
2,Technopolis has approximately NUMERIC customer companies in Jyvaskyla
2,Technopolis has Finnish operations in Oulu Vantaa Espoo Lappeenranta Jyvaskyla and Tampere and is also preparing to expand its operations to Russia
2,Technopolis has set aside a plot of land measuring hectares to build the park Mikkonen said
2,Technopolis plans to develop in stages an area of no less than square meters in order to host companies working in computer technologies and telecommunications the statement said
1,New product launches in Finland will more than double from
2,Technopolis is technological centers supply their clients with modern highclass premises
2,Technopolis said before the protocol was signed that the technopark would be built at a site covering more than six hectares in the Neudorf special economic zone and that it planned to invest NUMERIC million euros in the project until NUMERIC inclusive
2,Tecnomen headquartered in Espoo Finland develops messaging and charging solutions for telecomms operators and service providers worldwide
2,Tecnomen is solution can be used for prepaid and postpaid billing for charging and rating of voice and video calls data traffic and any kind of content services in both mobile and fixed networks
2,Tecnomen is system features a new range of valueadded services for prepaid and postpaid billing charging and rating of voice calls data traffic or any kind of content services in both mobile and fixed networks
2,Tecnotree is convergent charging solution includes functionality for prepaid and postpaid billing charging and rating of voice calls video calls and raw data traffic for both mobile and fixed networks
2,Tekla Group is net sales for NUMERIC were approximately NUMERIC million euros
2,Tekla Group is net sales for NUMERIC were approximately NUMERIC million euros and operating result million euros
2,Tekla provides software for building and infrastructure engineering with a focus on building information modelling of steel and concrete structures from design to construction
